gpu_vram_gb,workload_type,framework,model_size_mb,batch_size,dataset_size_mb,epochs,runtime_minutes
16.0,Training,PyTorch,545.0,16,8966.9,5,141.21
12.0,FineTuning,PyTorch,3235.0,32,12351.5,20,360.0
16.0,Training,PyTorch,2873.6,8,8615.8,20,360.0
16.0,Training,PyTorch,561.5,16,4669.1,50,360.0
80.0,Training,PyTorch,918.0,64,14446.8,50,169.22
10.0,Training,TensorFlow,3002.0,64,13303.0,50,360.0
6.0,Inference,PyTorch,1134.7,128,4254.4,30,33.72
80.0,Inference,PyTorch,3927.1,8,13699.1,20,350.5
6.0,Training,PyTorch,2185.3,8,10829.9,50,360.0
80.0,FineTuning,PyTorch,808.4,256,6278.9,20,5.29
6.0,Training,PyTorch,3442.3,64,7056.5,30,360.0
48.0,FineTuning,PyTorch,1311.9,8,6751.1,100,360.0
80.0,Training,PyTorch,1190.8,8,11973.3,30,360.0
80.0,Training,TensorFlow,1343.4,64,2715.0,100,87.82
80.0,FineTuning,PyTorch,3084.4,16,974.2,20,37.46
6.0,Training,PyTorch,734.2,256,7527.0,50,257.47
10.0,Training,PyTorch,1558.1,64,4427.1,100,360.0
24.0,FineTuning,PyTorch,171.8,32,8502.5,5,9.2
6.0,FineTuning,PyTorch,3315.2,64,14675.1,10,360.0
4.0,FineTuning,PyTorch,1395.8,256,10104.6,20,191.61
8.0,FineTuning,PyTorch,1030.3,64,14392.4,100,360.0
10.0,FineTuning,TensorFlow,2340.6,256,11007.6,30,245.76
48.0,Training,PyTorch,2834.7,16,1231.1,50,287.87
16.0,Training,TensorFlow,3260.9,64,13350.6,100,360.0
6.0,FineTuning,PyTorch,1423.8,64,3063.9,10,80.12
80.0,FineTuning,PyTorch,3258.6,16,12985.4,20,360.0
6.0,FineTuning,PyTorch,1886.3,64,11261.3,5,196.81
12.0,FineTuning,PyTorch,449.5,16,12595.4,5,102.32
10.0,Training,PyTorch,3392.9,32,3878.3,30,360.0
24.0,Training,JAX,2213.2,16,12130.2,30,360.0
48.0,Training,PyTorch,2429.8,8,9194.2,30,360.0
12.0,FineTuning,TensorFlow,3753.1,8,1319.9,20,360.0
12.0,FineTuning,TensorFlow,2258.6,256,13348.1,5,31.5
6.0,Inference,PyTorch,72.1,16,13164.5,5,9.37
48.0,FineTuning,PyTorch,3488.9,64,8622.7,30,255.57
6.0,Inference,PyTorch,1174.8,128,6844.1,30,74.78
16.0,FineTuning,TensorFlow,2032.0,128,6068.2,50,277.36
48.0,Inference,TensorFlow,859.3,32,9080.8,5,6.04
16.0,FineTuning,PyTorch,1223.1,32,12641.2,30,360.0
10.0,Inference,PyTorch,2762.3,128,8532.3,30,103.13
10.0,Training,PyTorch,1746.8,128,2031.8,30,91.83
16.0,Training,TensorFlow,2527.2,16,4661.9,100,360.0
10.0,FineTuning,JAX,3303.1,128,10056.9,50,360.0
48.0,Inference,PyTorch,1396.2,8,9737.7,5,35.9
80.0,Training,PyTorch,2294.9,32,7831.6,5,44.91
4.0,Training,PyTorch,3121.5,256,3683.1,5,63.69
10.0,FineTuning,PyTorch,2874.7,32,4131.6,50,360.0
10.0,FineTuning,TensorFlow,2182.4,8,7315.3,20,360.0
6.0,Training,PyTorch,1564.4,32,5978.0,50,360.0
16.0,FineTuning,PyTorch,1659.6,128,4807.5,100,271.38
8.0,Inference,PyTorch,1760.9,32,12458.9,10,191.21
24.0,Inference,PyTorch,1427.9,8,7609.9,100,360.0
12.0,Training,PyTorch,2811.3,32,7595.7,50,360.0
10.0,Training,TensorFlow,545.4,256,6478.0,10,18.44
12.0,Training,PyTorch,3871.4,256,10245.5,100,360.0
48.0,Training,PyTorch,3127.0,256,2717.2,30,29.79
8.0,Training,PyTorch,1227.7,256,14159.5,10,130.16
24.0,FineTuning,PyTorch,218.1,128,1658.7,50,5.93
16.0,Training,PyTorch,2859.6,256,10683.5,20,231.59
4.0,Inference,PyTorch,2950.7,256,10594.1,5,36.69
24.0,Inference,PyTorch,3856.3,16,1797.7,50,201.42
24.0,Training,PyTorch,1052.1,256,14896.3,5,19.29
4.0,Inference,TensorFlow,376.8,128,611.3,100,10.83
80.0,FineTuning,PyTorch,3664.8,256,5533.9,10,7.16
16.0,FineTuning,PyTorch,1071.7,32,6429.1,30,329.58
6.0,Training,PyTorch,2900.0,256,12061.8,30,360.0
12.0,FineTuning,TensorFlow,289.6,64,544.3,50,8.36
10.0,Training,PyTorch,3054.3,32,8399.6,10,360.0
24.0,FineTuning,PyTorch,551.8,256,3139.6,10,2.61
48.0,Training,PyTorch,2797.6,256,8631.6,5,14.68
4.0,FineTuning,PyTorch,2152.8,32,9730.6,100,360.0
12.0,Training,TensorFlow,3824.2,8,608.7,100,360.0
8.0,Training,JAX,195.8,64,1105.2,10,6.13
4.0,FineTuning,PyTorch,1203.6,8,1369.8,20,360.0
8.0,FineTuning,TensorFlow,324.6,256,12798.9,30,40.43
16.0,Training,PyTorch,3522.8,8,13907.3,100,360.0
24.0,Training,PyTorch,2395.9,128,6622.1,20,126.48
48.0,Inference,TensorFlow,2163.1,16,13134.5,100,360.0
10.0,FineTuning,PyTorch,569.3,32,7195.5,20,182.49
8.0,Training,PyTorch,1981.7,64,6076.8,5,131.35
12.0,FineTuning,TensorFlow,1624.9,32,8015.5,10,318.28
80.0,FineTuning,PyTorch,1297.2,8,11873.8,5,76.75
16.0,Training,PyTorch,3100.1,16,3434.1,100,360.0
80.0,FineTuning,PyTorch,292.0,8,4595.8,30,48.27
16.0,Inference,TensorFlow,2604.4,32,12748.2,5,53.86
6.0,FineTuning,TensorFlow,3300.8,128,13748.0,100,360.0
12.0,Training,PyTorch,3633.9,32,1932.8,20,360.0
80.0,Inference,TensorFlow,2996.4,8,10603.5,5,55.38
48.0,Training,TensorFlow,1165.7,64,243.3,10,1.72
24.0,Inference,PyTorch,2422.0,64,3768.2,5,7.91
4.0,Training,TensorFlow,608.5,64,1122.6,10,36.32
10.0,FineTuning,PyTorch,512.4,64,7779.3,20,99.67
24.0,FineTuning,PyTorch,2572.6,64,5216.4,10,55.07
24.0,Training,PyTorch,3411.9,256,2150.1,10,13.24
16.0,FineTuning,PyTorch,315.6,16,104.8,100,12.25
48.0,FineTuning,PyTorch,468.7,16,5887.0,10,26.01
16.0,Training,PyTorch,2284.1,128,4487.6,100,360.0
8.0,FineTuning,PyTorch,911.9,64,795.7,10,13.73
10.0,FineTuning,PyTorch,2466.7,8,12791.4,30,360.0
8.0,Training,PyTorch,897.4,8,6220.6,50,360.0
4.0,Inference,TensorFlow,510.1,32,11644.3,100,360.0
12.0,Inference,TensorFlow,2205.0,64,6388.4,30,118.33
4.0,Training,TensorFlow,3455.7,8,1106.0,5,360.0
4.0,FineTuning,PyTorch,2756.2,256,5974.5,30,360.0
6.0,Training,TensorFlow,3284.0,128,13303.4,30,360.0
10.0,FineTuning,PyTorch,1102.0,8,215.8,10,21.76
16.0,Inference,PyTorch,3549.6,256,13440.0,5,13.49
48.0,Training,PyTorch,1539.3,256,9885.2,5,8.43
8.0,Inference,PyTorch,3417.2,128,14934.9,20,203.31
4.0,FineTuning,TensorFlow,1911.1,64,13750.2,10,360.0
8.0,Training,PyTorch,1108.0,32,13047.4,30,360.0
8.0,Inference,PyTorch,1078.0,32,658.9,20,11.86
12.0,FineTuning,TensorFlow,2292.3,16,4275.7,20,360.0
10.0,FineTuning,PyTorch,362.1,64,5683.7,100,214.7
10.0,FineTuning,TensorFlow,3723.7,8,10527.4,30,360.0
80.0,Training,TensorFlow,1122.3,32,9764.7,5,30.13
24.0,Training,PyTorch,1375.7,256,2658.3,10,7.61
10.0,Inference,PyTorch,971.5,128,11078.9,10,19.03
8.0,FineTuning,PyTorch,61.9,256,2418.9,30,2.83
16.0,Inference,PyTorch,2785.6,128,6900.9,10,19.05
8.0,Training,PyTorch,2382.7,8,8723.2,50,360.0
16.0,FineTuning,PyTorch,3248.1,8,13073.2,20,360.0
80.0,Inference,JAX,212.0,64,9506.7,20,2.8
16.0,Training,TensorFlow,3718.2,8,14327.2,50,360.0
10.0,Training,TensorFlow,1357.0,8,14918.0,10,360.0
12.0,FineTuning,PyTorch,3656.6,8,7681.5,5,360.0
16.0,Training,PyTorch,473.2,32,867.0,100,91.78
8.0,Training,PyTorch,2988.5,64,522.0,50,228.51
48.0,Inference,PyTorch,2338.5,8,12849.2,50,360.0
10.0,Inference,TensorFlow,1464.9,8,7547.8,20,360.0
48.0,FineTuning,JAX,362.6,256,5565.2,5,1.73
8.0,FineTuning,PyTorch,2438.7,256,4338.4,5,18.23
24.0,Inference,TensorFlow,154.4,128,4298.7,10,1.43
80.0,FineTuning,PyTorch,2030.1,32,1185.0,5,3.59
10.0,Training,PyTorch,2436.6,8,4614.6,10,360.0
48.0,Training,PyTorch,2943.5,32,9707.6,30,360.0
8.0,Training,PyTorch,3965.8,64,5839.6,50,360.0
24.0,Training,TensorFlow,1077.4,64,14222.5,100,360.0
8.0,Training,TensorFlow,1323.4,256,10055.7,100,360.0
24.0,Training,PyTorch,1397.5,16,12973.3,50,360.0
16.0,Training,PyTorch,2939.8,128,1801.0,10,28.47
6.0,Training,PyTorch,3730.7,16,6812.7,10,360.0
8.0,FineTuning,TensorFlow,3898.6,32,717.4,10,75.14
16.0,Training,JAX,3786.0,128,13435.7,50,360.0
10.0,FineTuning,TensorFlow,3523.6,256,2288.3,10,29.05
16.0,Training,TensorFlow,3964.4,8,12100.8,50,360.0
4.0,Inference,PyTorch,1535.0,256,13864.8,100,360.0
4.0,Inference,PyTorch,3795.9,256,6684.1,50,209.12
8.0,FineTuning,PyTorch,3056.0,128,5901.5,100,360.0
48.0,FineTuning,PyTorch,715.4,128,9041.8,20,14.34
48.0,Inference,TensorFlow,229.6,64,11130.9,100,20.06
10.0,Training,TensorFlow,897.2,16,9719.6,20,360.0
16.0,Inference,PyTorch,3126.1,64,117.2,30,2.99
48.0,FineTuning,PyTorch,2545.2,64,11810.4,30,198.24
24.0,FineTuning,PyTorch,936.2,16,2296.1,100,360.0
24.0,Training,PyTorch,2980.6,64,6800.2,5,100.16
10.0,FineTuning,PyTorch,608.2,128,4307.1,10,20.08
80.0,FineTuning,PyTorch,3296.3,32,13925.8,100,360.0
16.0,FineTuning,JAX,3186.9,8,7581.4,100,360.0
8.0,FineTuning,PyTorch,3891.7,8,7880.2,50,360.0
12.0,Training,PyTorch,643.6,64,1234.6,5,7.39
12.0,Training,PyTorch,3631.1,16,13470.7,20,360.0
12.0,Training,JAX,1397.4,128,3661.5,50,199.43
48.0,Training,TensorFlow,1693.4,64,6268.0,100,360.0
80.0,Training,PyTorch,1900.4,128,14780.9,5,16.02
80.0,Training,JAX,2526.3,128,1797.0,100,49.84
16.0,Training,PyTorch,3979.3,256,10806.1,20,271.62
16.0,FineTuning,PyTorch,2419.8,8,3976.0,30,360.0
80.0,Training,PyTorch,3710.5,32,6354.9,10,102.02
10.0,Inference,PyTorch,1057.4,32,6331.1,10,40.41
16.0,FineTuning,PyTorch,1623.7,16,13990.3,5,360.0
10.0,FineTuning,JAX,2042.8,32,254.4,20,29.24
4.0,Training,TensorFlow,1325.5,64,5571.3,5,226.58
24.0,FineTuning,PyTorch,3908.6,8,12801.1,20,360.0
16.0,FineTuning,PyTorch,2916.5,8,13666.6,20,360.0
80.0,Inference,PyTorch,1941.6,128,4738.7,10,3.09
24.0,FineTuning,PyTorch,3017.7,64,3705.1,30,179.66
24.0,FineTuning,PyTorch,1896.4,64,6972.9,30,190.29
6.0,Inference,PyTorch,118.0,128,11213.0,50,17.73
80.0,Training,TensorFlow,2195.6,256,2395.2,20,7.56
80.0,Training,TensorFlow,2519.5,256,11788.6,10,23.44
16.0,FineTuning,PyTorch,3925.8,128,7738.8,20,263.21
8.0,Training,PyTorch,211.1,8,2198.0,100,360.0
4.0,Training,PyTorch,2072.8,64,10109.2,50,360.0
10.0,FineTuning,PyTorch,437.7,32,9460.2,100,360.0
8.0,Training,PyTorch,638.5,32,9373.2,10,354.82
4.0,FineTuning,PyTorch,2461.3,8,11346.3,20,360.0
8.0,Inference,PyTorch,964.7,32,2800.2,30,56.19
10.0,Training,TensorFlow,3009.2,32,10492.7,30,360.0
48.0,Training,PyTorch,2081.1,64,13320.7,50,360.0
80.0,Training,TensorFlow,911.9,64,8001.6,100,150.64
8.0,Training,PyTorch,2000.5,16,7341.8,30,360.0
16.0,Training,TensorFlow,53.5,64,11987.0,20,17.03
12.0,Training,PyTorch,3457.8,16,2278.9,50,360.0
16.0,Training,PyTorch,100.1,256,5179.0,100,15.11
10.0,Training,PyTorch,77.7,64,12821.4,5,9.74
16.0,FineTuning,PyTorch,2465.4,128,7546.6,50,344.48
24.0,Inference,PyTorch,3895.4,64,12622.5,30,186.79
80.0,FineTuning,JAX,3430.9,16,3852.8,10,96.81
24.0,FineTuning,TensorFlow,1045.5,32,5904.7,50,258.21
16.0,Training,PyTorch,826.8,64,12371.9,20,240.72
4.0,FineTuning,PyTorch,2523.1,32,2536.1,100,360.0
6.0,Training,PyTorch,3299.4,32,13432.2,50,360.0
4.0,Training,TensorFlow,1480.2,64,4717.0,30,360.0
80.0,Inference,TensorFlow,1757.8,64,14593.2,50,40.05
80.0,Training,PyTorch,506.2,128,12433.1,20,14.25
24.0,Training,PyTorch,653.7,256,6888.2,20,16.47
6.0,Inference,TensorFlow,2295.0,16,11159.4,30,360.0
16.0,Inference,PyTorch,455.5,64,8373.4,20,12.95
10.0,Training,PyTorch,848.1,32,12813.4,30,360.0
4.0,Training,PyTorch,977.0,32,7819.8,50,360.0
4.0,FineTuning,TensorFlow,1803.5,64,14821.1,50,360.0
12.0,FineTuning,PyTorch,230.2,16,2089.3,5,8.95
6.0,Training,JAX,2024.1,256,10179.4,30,360.0
10.0,FineTuning,PyTorch,3718.3,32,3760.2,10,286.57
4.0,Inference,PyTorch,146.6,256,2949.3,30,3.88
10.0,Training,PyTorch,2542.4,256,6182.9,50,360.0
16.0,Inference,JAX,3351.6,128,5575.2,100,174.07
10.0,Inference,PyTorch,1284.2,32,790.4,50,34.11
4.0,Training,PyTorch,569.5,16,6473.1,20,360.0
24.0,FineTuning,PyTorch,221.2,8,14283.6,5,61.03
6.0,Training,PyTorch,2593.4,128,7056.5,10,358.94
80.0,FineTuning,TensorFlow,2231.3,128,4597.0,5,5.42
8.0,FineTuning,PyTorch,955.7,8,14241.2,30,360.0
48.0,Training,TensorFlow,3334.9,128,7635.3,100,360.0
48.0,FineTuning,JAX,2955.3,128,4377.8,30,43.35
8.0,Inference,PyTorch,1141.9,128,11766.5,50,127.98
10.0,Training,TensorFlow,3025.8,32,3431.8,20,360.0
6.0,Training,PyTorch,1017.7,32,3791.5,10,254.36
10.0,Training,PyTorch,2717.3,64,4932.5,100,360.0
80.0,FineTuning,PyTorch,518.3,64,5982.0,20,11.57
6.0,Inference,TensorFlow,2784.3,32,8784.9,10,267.37
8.0,Inference,PyTorch,993.2,128,7777.7,100,124.63
10.0,Training,PyTorch,2311.3,16,11181.6,5,360.0
12.0,FineTuning,JAX,731.2,8,10785.8,50,360.0
4.0,Training,TensorFlow,2917.6,64,778.8,20,239.01
24.0,Training,PyTorch,290.5,128,2095.2,30,9.39
24.0,FineTuning,PyTorch,703.4,64,3306.4,50,56.64
80.0,FineTuning,PyTorch,777.3,256,9005.2,10,3.33
10.0,FineTuning,PyTorch,213.3,16,13439.4,100,360.0
16.0,Inference,PyTorch,2992.8,256,4941.1,50,40.11
6.0,FineTuning,PyTorch,3924.8,128,14459.8,30,360.0
10.0,FineTuning,PyTorch,3124.7,32,2675.6,30,360.0
6.0,Training,TensorFlow,3449.5,16,13878.5,10,360.0
12.0,Inference,PyTorch,73.7,64,12034.9,50,10.44
24.0,FineTuning,PyTorch,515.6,128,5896.6,20,14.25
4.0,Inference,PyTorch,2258.1,256,3174.1,50,55.96
24.0,Training,PyTorch,3912.6,128,5930.3,30,282.46
16.0,FineTuning,PyTorch,2659.8,8,3284.7,100,360.0
16.0,FineTuning,PyTorch,1527.8,8,8461.2,10,360.0
48.0,Training,PyTorch,627.3,256,8664.8,5,3.72
48.0,FineTuning,PyTorch,653.7,8,11546.0,5,80.34
16.0,Inference,PyTorch,1482.9,32,7965.2,100,360.0
8.0,Training,PyTorch,2869.6,128,5242.7,50,360.0
12.0,Training,PyTorch,175.7,128,13682.8,30,60.84
6.0,FineTuning,PyTorch,3416.1,64,1262.2,50,360.0
12.0,Training,PyTorch,3769.1,32,12150.8,10,360.0
80.0,FineTuning,PyTorch,3560.8,8,6202.7,20,360.0
4.0,FineTuning,JAX,3656.5,128,2798.4,5,69.26
12.0,Training,PyTorch,110.6,8,1893.3,50,163.33
16.0,Inference,TensorFlow,3912.3,16,3389.4,30,314.66
24.0,FineTuning,TensorFlow,1497.1,32,1917.1,100,294.59
80.0,Inference,JAX,3483.7,8,6938.1,5,34.76
16.0,FineTuning,PyTorch,787.9,32,5310.4,5,36.8
12.0,Inference,TensorFlow,1813.8,256,5413.2,20,11.82
24.0,Training,JAX,224.4,128,2437.3,50,12.68
4.0,Training,PyTorch,208.3,16,9930.2,20,360.0
12.0,Training,PyTorch,3775.9,64,9156.2,30,360.0
6.0,Training,JAX,3251.9,16,14736.1,30,360.0
10.0,Inference,PyTorch,2142.8,32,2597.9,50,191.41
24.0,FineTuning,PyTorch,2125.6,16,12526.8,5,324.93
12.0,Inference,TensorFlow,3007.6,128,604.7,10,2.88
16.0,Training,PyTorch,1399.6,32,1192.5,20,97.53
6.0,Training,PyTorch,3059.4,32,9756.0,5,360.0
8.0,Inference,PyTorch,1965.8,128,6156.4,100,214.73
24.0,Training,PyTorch,2569.8,256,3534.5,30,61.78
6.0,FineTuning,TensorFlow,3861.1,8,141.1,30,294.59
16.0,Training,PyTorch,1911.7,64,9980.9,5,106.0
12.0,Inference,TensorFlow,1702.7,256,6668.6,5,3.78
4.0,FineTuning,PyTorch,3627.7,256,2644.7,100,360.0
10.0,FineTuning,PyTorch,3615.2,16,14586.1,30,360.0
6.0,Training,PyTorch,3970.1,256,5327.5,20,291.88
10.0,FineTuning,PyTorch,2225.9,64,4615.6,20,296.43
4.0,Inference,TensorFlow,1409.8,64,7703.7,5,34.49
6.0,Inference,PyTorch,999.5,256,4230.4,50,33.18
48.0,Training,TensorFlow,184.7,128,4164.2,30,4.99
16.0,Training,PyTorch,2920.6,8,14497.7,10,360.0
6.0,Training,PyTorch,972.2,64,3991.1,30,323.66
16.0,Training,PyTorch,2446.2,32,9121.5,20,360.0
80.0,FineTuning,TensorFlow,3670.5,256,658.0,20,3.36
24.0,Training,PyTorch,3803.3,8,2399.8,10,360.0
80.0,Training,PyTorch,67.4,128,429.0,20,1.06
12.0,FineTuning,PyTorch,1302.4,256,8063.7,10,24.29
24.0,FineTuning,PyTorch,3357.6,64,7424.9,20,241.78
24.0,FineTuning,PyTorch,2169.0,256,5030.7,100,114.44
8.0,Inference,PyTorch,3239.7,128,10534.2,10,65.39
24.0,Training,JAX,3420.6,16,9424.3,50,360.0
4.0,FineTuning,PyTorch,1798.4,128,9045.1,30,360.0
80.0,Training,PyTorch,1468.0,32,5110.2,20,62.05
16.0,Training,PyTorch,1849.0,128,4974.5,5,24.29
12.0,Training,PyTorch,2628.5,8,13114.4,10,360.0
24.0,Training,PyTorch,1500.3,16,8205.1,10,348.02
12.0,Training,JAX,3111.2,256,4156.3,10,47.18
12.0,Training,TensorFlow,3620.8,256,8194.0,20,274.14
24.0,Inference,PyTorch,1165.1,32,4074.9,30,33.35
24.0,FineTuning,PyTorch,3861.7,16,2861.0,5,131.45
8.0,Inference,TensorFlow,2509.8,32,4304.4,10,71.27
8.0,FineTuning,JAX,3518.8,256,9470.5,10,141.18
8.0,Training,PyTorch,460.5,16,7786.0,10,360.0
16.0,Training,PyTorch,1043.4,64,2551.1,100,339.65
16.0,Training,TensorFlow,1318.0,128,13627.9,10,107.22
8.0,Training,PyTorch,1246.1,8,7524.6,5,360.0
8.0,FineTuning,PyTorch,728.9,8,11926.5,10,360.0
48.0,FineTuning,JAX,3479.4,64,5027.3,100,360.0
48.0,Training,TensorFlow,1703.5,16,14367.6,5,242.32
24.0,Training,PyTorch,3854.4,128,11306.2,5,81.73
10.0,Training,PyTorch,2354.7,64,6872.2,10,309.15
10.0,Training,PyTorch,596.7,16,13544.2,50,360.0
8.0,Training,JAX,2206.3,128,10790.3,5,158.27
12.0,FineTuning,JAX,3974.5,16,6514.9,50,360.0
8.0,Training,TensorFlow,2282.4,8,14614.7,5,360.0
48.0,FineTuning,PyTorch,57.4,128,4548.3,100,3.73
24.0,Training,PyTorch,3735.7,8,3922.9,20,360.0
8.0,Training,PyTorch,977.8,8,13430.4,10,360.0
80.0,Inference,PyTorch,2769.7,128,10639.8,20,11.55
12.0,FineTuning,PyTorch,2084.6,64,5248.1,5,60.28
80.0,Training,PyTorch,1335.5,16,3553.9,20,81.97
24.0,Inference,PyTorch,1166.4,128,2752.8,10,2.78
24.0,Training,JAX,3718.6,256,4771.1,10,42.01
16.0,Training,PyTorch,3652.1,8,1970.5,5,335.66
6.0,FineTuning,TensorFlow,2076.9,16,2265.7,5,196.02
80.0,FineTuning,PyTorch,1071.1,128,11671.7,50,41.76
16.0,Training,TensorFlow,454.3,64,1050.0,30,18.79
48.0,Training,PyTorch,668.5,128,6645.4,20,18.06
4.0,Inference,PyTorch,2112.9,128,6134.5,50,284.5
12.0,Training,PyTorch,1265.9,32,14406.8,20,360.0
4.0,Training,PyTorch,216.2,256,7036.6,10,16.42
48.0,FineTuning,PyTorch,1847.9,16,2496.7,5,20.98
48.0,Inference,TensorFlow,2997.4,128,1417.2,20,4.27
4.0,Training,PyTorch,3572.2,8,11013.3,30,360.0
80.0,FineTuning,PyTorch,2361.9,8,2301.3,10,69.92
6.0,FineTuning,PyTorch,2907.0,32,14075.9,100,360.0
80.0,Training,PyTorch,1488.1,8,8432.3,10,223.19
4.0,FineTuning,TensorFlow,2010.1,128,6085.3,50,360.0
80.0,Inference,PyTorch,2932.0,16,10296.6,30,132.85
10.0,Training,PyTorch,2924.2,32,3064.0,10,312.92
80.0,Training,TensorFlow,1726.9,256,5795.6,30,19.15
24.0,Inference,PyTorch,2197.5,32,597.9,5,2.63
16.0,FineTuning,TensorFlow,3699.2,64,13177.4,100,360.0
12.0,Training,PyTorch,2546.4,64,6436.3,30,360.0
80.0,FineTuning,PyTorch,2588.2,16,11406.5,50,360.0
6.0,FineTuning,PyTorch,3149.3,16,13761.1,50,360.0
6.0,FineTuning,PyTorch,505.1,32,9826.6,20,360.0
80.0,Inference,TensorFlow,2115.4,128,5698.6,100,19.21
8.0,Training,PyTorch,3839.8,128,9331.0,5,226.67
48.0,Training,PyTorch,1478.6,64,5468.9,5,18.47
80.0,FineTuning,PyTorch,1215.0,16,8553.0,30,154.45
48.0,Training,PyTorch,2424.8,16,6539.3,50,360.0
10.0,FineTuning,TensorFlow,923.4,128,2333.0,50,68.93
4.0,Training,PyTorch,2246.0,64,11723.5,50,360.0
10.0,Training,TensorFlow,664.8,128,7496.6,5,26.39
80.0,FineTuning,JAX,2340.2,128,2933.1,50,29.72
6.0,FineTuning,PyTorch,2429.4,32,13388.3,20,360.0
8.0,FineTuning,TensorFlow,1702.7,16,12813.0,10,360.0
48.0,FineTuning,PyTorch,1561.8,32,8426.5,50,280.44
16.0,Training,PyTorch,1019.6,32,14557.7,20,360.0
48.0,Training,PyTorch,1357.1,128,13914.8,20,76.18
24.0,FineTuning,PyTorch,2018.5,64,13465.4,10,164.89
12.0,Training,JAX,1028.3,128,2086.0,5,8.95
80.0,FineTuning,PyTorch,3142.2,256,4490.0,50,25.76
10.0,FineTuning,PyTorch,2850.7,64,6211.8,100,360.0
16.0,Training,PyTorch,1113.8,16,12495.4,20,360.0
6.0,FineTuning,PyTorch,434.9,256,13081.4,20,64.38
6.0,Training,PyTorch,50.7,256,11297.1,10,6.3
6.0,FineTuning,TensorFlow,2407.0,256,7138.7,100,360.0
24.0,Training,PyTorch,884.9,8,2512.3,20,276.28
6.0,Training,TensorFlow,99.7,16,624.4,50,40.34
6.0,FineTuning,TensorFlow,1468.4,128,10519.6,5,72.73
80.0,FineTuning,PyTorch,3849.9,64,14912.9,20,166.2
24.0,FineTuning,PyTorch,2775.3,256,5247.5,5,10.87
8.0,FineTuning,PyTorch,3438.2,8,8574.1,20,360.0
8.0,FineTuning,TensorFlow,621.7,256,12177.7,20,65.51
24.0,Training,PyTorch,339.5,64,2878.6,50,35.69
12.0,FineTuning,PyTorch,95.5,64,12460.4,5,6.7
16.0,FineTuning,PyTorch,3824.9,8,9417.6,100,360.0
48.0,Training,PyTorch,1235.8,8,8590.7,30,360.0
80.0,FineTuning,PyTorch,1865.0,16,11458.0,50,360.0
4.0,Inference,PyTorch,1608.4,32,3690.1,5,41.23
8.0,Training,PyTorch,2935.3,256,9260.2,5,79.31
24.0,Inference,PyTorch,1274.4,8,3681.6,5,24.41
16.0,Training,PyTorch,2165.0,256,2775.1,30,62.3
24.0,Training,PyTorch,3982.5,32,9388.0,50,360.0
48.0,Training,TensorFlow,1804.1,32,4112.3,30,163.1
16.0,FineTuning,PyTorch,2227.5,32,10744.2,20,360.0
8.0,Training,PyTorch,2035.0,32,7765.8,10,360.0
6.0,Inference,PyTorch,3222.6,8,10454.8,30,360.0
24.0,Inference,PyTorch,1104.0,256,13385.1,20,11.22
4.0,FineTuning,PyTorch,723.2,64,2159.9,30,142.15
8.0,FineTuning,PyTorch,3028.7,256,1094.4,5,7.81
10.0,Inference,TensorFlow,1691.7,256,6058.8,10,10.5
4.0,Inference,PyTorch,3659.2,8,10778.9,10,360.0
12.0,FineTuning,PyTorch,2594.4,8,13303.7,100,360.0
8.0,FineTuning,JAX,2279.2,128,618.4,20,19.51
6.0,FineTuning,PyTorch,328.3,128,11915.1,100,319.9
8.0,FineTuning,PyTorch,2935.1,16,1223.7,30,360.0
48.0,Training,PyTorch,2759.9,32,8750.6,30,360.0
16.0,FineTuning,JAX,2578.3,32,5227.1,30,360.0
24.0,Training,PyTorch,1108.2,128,363.0,20,3.89
16.0,Training,PyTorch,3789.6,64,1546.7,30,194.9
16.0,FineTuning,PyTorch,1320.5,16,5370.5,10,222.16
8.0,Inference,TensorFlow,651.3,256,14310.9,10,9.1
48.0,Inference,TensorFlow,3949.4,64,2407.0,50,28.74
24.0,FineTuning,PyTorch,2997.7,128,4152.5,30,77.12
24.0,FineTuning,PyTorch,1688.4,256,14912.6,30,100.04
16.0,Training,PyTorch,3746.9,64,7261.2,100,360.0
12.0,FineTuning,PyTorch,409.9,32,4007.5,10,36.79
48.0,Training,TensorFlow,396.3,128,9277.5,10,7.43
12.0,Training,PyTorch,2745.7,256,6596.9,5,35.35
80.0,FineTuning,PyTorch,753.0,64,12888.8,5,7.94
80.0,Training,PyTorch,3672.7,16,218.9,50,38.69
4.0,Training,PyTorch,3369.4,16,14952.0,10,360.0
16.0,Inference,PyTorch,1260.2,8,1088.1,50,111.85
24.0,Training,JAX,3560.9,256,8103.1,30,209.44
8.0,Training,PyTorch,219.4,128,10491.3,30,100.33
24.0,Training,PyTorch,2217.1,128,8292.5,10,80.42
24.0,Training,PyTorch,3745.5,256,4581.5,20,64.02
6.0,Training,PyTorch,3428.8,128,12845.9,50,360.0
24.0,FineTuning,PyTorch,1456.5,32,6513.3,20,221.4
4.0,Training,PyTorch,772.3,32,4580.4,30,360.0
12.0,Inference,PyTorch,881.6,128,11548.2,100,120.54
80.0,Training,PyTorch,2082.3,256,2273.3,50,13.06
24.0,FineTuning,PyTorch,2407.3,64,3154.6,30,105.58
24.0,FineTuning,PyTorch,179.6,32,3866.3,5,5.13
6.0,FineTuning,TensorFlow,1683.5,256,6579.7,10,55.99
