gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
57.62,93.96,56.47,75.2,68.9,23,3,1.26,0.906,1
89.45,47.28,87.92,74.7,84.1,14,5,2.5,0.956,1
41.86,28.08,41.08,66.5,182.9,12,3,3.04,0.77,1
32.56,85.21,27.53,51.6,332.5,5,0,3.39,0.902,1
18.34,49.2,71.7,52.2,135.5,19,4,0.71,0.91,1
19.08,58.93,58.15,58.4,240.6,5,0,2.33,0.942,1
45.25,13.61,83.37,47.0,218.4,0,3,3.06,0.953,1
60.4,39.46,21.49,56.2,77.9,14,0,0.46,0.915,1
12.5,89.98,82.5,72.8,109.4,5,2,0.5,0.979,1
92.38,58.06,38.46,79.9,327.6,14,3,1.1,0.897,1
75.23,36.01,67.39,56.0,89.1,14,2,0.92,0.925,1
59.56,61.31,18.21,51.2,252.4,13,2,3.39,0.916,1
82.04,86.94,63.77,80.0,338.7,9,4,2.26,0.798,1
12.46,29.66,72.38,82.8,68.2,7,2,1.58,0.921,1
49.35,50.46,44.5,59.7,157.7,3,0,0.43,0.985,1
63.6,91.28,32.23,41.3,101.7,21,0,0.44,0.826,1
82.06,20.52,58.01,73.4,100.9,5,5,1.66,0.923,0
77.86,69.77,81.66,77.6,68.1,19,1,4.49,0.655,0
30.77,60.3,40.88,40.9,237.9,23,4,3.18,0.888,0
92.5,66.17,35.2,68.6,268.8,20,5,4.47,0.976,1
16.56,36.61,37.31,68.2,246.6,16,5,1.87,0.916,1
86.39,33.25,90.93,58.2,325.9,22,5,0.7,0.91,1
95.3,66.58,43.74,76.0,76.6,23,1,0.26,0.751,1
21.48,24.4,15.29,60.6,132.4,21,2,5.84,0.986,1
72.15,42.77,77.53,72.5,140.3,6,5,1.49,0.896,1
8.75,21.94,70.94,64.8,104.3,11,3,4.12,0.87,1
42.7,5.75,25.29,51.9,75.5,22,0,2.84,0.987,1
53.01,92.31,93.79,69.1,185.7,3,3,3.77,0.982,1
59.0,43.85,63.64,75.4,297.0,13,1,0.67,0.766,0
92.04,92.24,55.06,86.7,335.5,3,5,2.48,0.967,0
67.52,17.63,45.58,58.2,71.4,15,6,2.77,0.757,0
49.76,57.86,86.89,43.1,293.4,0,6,1.81,0.85,1
80.3,23.09,34.52,87.4,293.9,17,6,3.81,0.983,1
93.4,76.11,37.86,69.9,154.5,18,1,9.08,0.85,0
7.05,75.53,24.79,85.4,65.2,20,0,0.22,0.943,1
96.37,15.13,75.73,45.0,346.8,9,6,1.41,0.995,1
13.01,87.09,62.64,56.4,239.8,4,5,3.0,0.958,1
80.74,22.52,63.73,46.4,344.3,12,1,2.79,0.688,0
31.07,60.17,32.48,80.1,184.8,5,3,1.46,0.702,1
17.29,93.71,67.09,82.3,156.5,22,1,3.89,0.997,1
45.91,84.42,76.24,64.1,109.1,3,3,2.45,0.956,0
64.89,91.09,43.63,49.0,344.7,15,6,1.79,0.985,1
40.43,35.83,79.11,46.1,111.0,7,5,0.84,0.909,1
10.07,14.5,42.9,68.2,37.6,15,2,1.12,0.855,1
60.75,21.95,75.65,64.3,194.0,10,5,9.23,0.88,1
88.92,50.04,17.7,73.3,150.7,21,4,4.93,0.899,0
40.64,76.39,59.09,54.6,113.6,0,0,2.58,0.84,1
25.12,18.51,92.56,59.3,233.1,21,1,4.12,0.891,1
46.16,64.38,93.5,41.0,146.6,17,6,0.49,0.961,1
9.5,34.12,37.54,69.3,158.7,3,5,0.82,0.951,1
81.31,35.71,50.31,60.3,37.4,10,0,4.53,0.942,1
81.85,64.57,20.04,84.1,218.5,19,1,1.47,0.848,1
59.68,47.03,84.87,70.8,69.1,9,6,1.99,0.997,1
37.84,78.08,60.49,59.1,98.4,15,2,4.5,0.845,1
79.38,19.03,45.81,52.7,259.5,9,6,1.24,0.965,1
56.59,76.1,24.02,83.5,130.2,4,6,1.51,0.976,1
81.81,10.78,90.74,40.8,82.2,17,3,0.44,0.871,1
63.73,22.46,57.42,55.7,214.8,21,0,9.72,0.885,1
77.95,64.05,37.63,85.3,98.8,10,2,7.45,0.9,1
60.67,81.94,43.02,71.4,116.7,2,2,0.9,0.945,1
43.52,27.74,36.66,65.6,228.8,8,4,4.03,0.999,1
94.09,34.45,63.14,49.8,266.8,14,2,2.87,0.999,1
55.32,53.34,89.4,80.0,266.7,21,4,0.52,0.863,1
61.27,24.04,83.54,49.8,184.3,18,6,0.25,0.837,1
25.51,78.0,51.83,51.9,175.4,18,2,0.23,0.783,1
63.19,74.63,81.12,49.2,282.0,4,6,0.34,0.804,1
58.16,18.08,48.85,47.6,91.8,5,3,2.17,0.908,1
22.19,46.74,35.18,85.8,78.7,3,2,1.56,0.906,1
10.54,74.73,93.67,68.9,242.7,11,5,11.66,0.985,1
61.21,35.36,39.31,70.6,161.0,4,3,0.88,0.989,1
76.02,61.98,40.9,85.8,257.2,2,1,2.79,0.847,1
53.68,9.52,94.18,51.1,112.1,9,2,1.18,0.941,1
26.09,59.78,25.71,40.3,134.0,12,6,0.41,0.791,0
66.99,18.74,75.84,68.7,316.9,3,2,4.39,0.902,1
12.45,79.75,89.87,64.4,164.9,23,1,1.22,0.577,1
46.09,36.99,55.94,62.9,219.1,7,6,5.18,0.99,1
20.19,30.34,15.2,43.0,64.1,0,4,5.73,0.891,1
22.15,80.68,45.0,61.8,87.2,19,3,3.63,0.982,1
23.81,9.51,23.93,53.8,41.5,1,1,0.26,0.953,1
40.96,40.69,48.3,53.2,165.8,3,1,6.96,0.75,0
9.76,38.3,78.2,50.7,346.5,20,5,0.47,0.65,1
41.99,30.63,50.1,56.0,309.6,0,6,5.56,0.859,1
52.59,87.06,49.55,57.0,232.5,20,0,2.07,0.985,1
49.95,72.58,59.54,54.8,305.6,6,1,1.15,0.886,1
40.6,10.75,61.54,87.0,220.1,4,4,2.76,0.96,0
83.04,69.32,83.5,84.8,148.0,22,4,1.61,0.871,1
18.52,52.46,39.67,67.6,85.5,12,4,3.36,0.919,1
52.03,86.08,80.73,87.1,239.0,12,6,1.64,0.995,1
10.77,33.17,60.27,87.6,91.8,7,3,1.12,0.89,1
11.62,56.67,39.04,57.1,163.6,16,3,1.1,0.935,1
58.37,50.07,38.61,61.4,294.3,9,6,1.07,0.983,1
57.64,49.06,43.89,86.0,71.4,9,2,1.48,0.963,1
86.66,46.05,64.82,69.2,71.3,1,1,0.43,0.77,1
56.88,23.51,33.46,50.2,101.8,5,5,2.37,0.963,1
94.26,73.01,88.63,73.1,206.6,20,4,1.04,0.937,1
9.53,45.62,60.99,49.9,110.6,0,1,1.85,0.961,1
14.11,91.27,88.6,56.3,191.0,17,6,1.7,0.937,1
9.1,28.47,18.71,50.9,126.6,2,2,4.09,0.706,1
22.23,66.45,42.41,51.8,192.0,20,6,4.16,0.868,0
55.34,89.66,16.82,40.2,118.8,6,2,9.25,0.947,1
65.04,64.71,36.78,82.3,343.6,15,4,0.75,0.851,0
9.24,83.41,83.96,54.2,187.7,21,1,0.27,0.8,0
92.98,79.47,17.93,44.1,268.0,2,2,1.31,0.982,0
83.32,37.41,49.89,44.2,254.2,5,0,4.74,0.954,1
32.58,59.01,24.41,66.7,187.0,3,3,2.03,0.959,1
12.18,19.06,48.35,87.7,106.4,15,1,1.14,0.919,0
20.8,53.2,82.11,47.0,193.4,2,4,3.16,0.971,1
16.81,25.74,64.85,44.8,247.9,3,2,2.69,0.881,1
16.47,71.94,73.94,61.0,177.2,10,2,2.7,0.919,1
53.23,52.53,42.93,67.0,56.2,23,2,1.65,0.939,1
27.86,42.01,90.55,54.1,35.8,16,3,1.71,0.911,1
38.31,29.19,71.74,54.5,134.9,18,1,1.82,0.883,1
97.02,94.88,48.74,60.4,78.1,7,2,1.81,0.845,1
68.64,11.45,49.12,55.1,320.0,13,5,0.66,0.894,1
93.26,8.92,88.49,83.9,86.3,15,3,0.76,0.784,1
18.26,24.55,61.11,42.0,156.2,18,0,1.14,0.912,1
40.54,92.4,71.51,51.3,257.9,15,1,4.07,0.95,1
56.59,93.13,48.36,78.8,290.9,9,4,1.44,0.847,0
12.14,63.94,32.9,80.0,182.9,14,1,5.42,0.977,1
5.39,84.21,72.88,45.4,88.0,3,2,3.35,0.994,1
67.35,24.26,63.63,86.7,116.7,3,6,4.15,0.641,0
64.69,92.48,55.11,73.3,164.1,12,4,0.49,0.984,1
43.2,17.85,64.92,53.1,146.7,11,5,0.52,0.935,1
50.54,14.1,31.66,61.9,141.6,14,1,0.74,0.793,1
43.64,15.1,78.52,54.3,72.2,22,4,2.37,0.878,1
7.23,56.58,90.85,47.2,322.3,12,1,1.49,0.828,1
36.19,75.29,86.29,54.0,39.5,5,5,0.57,0.938,1
21.47,38.0,40.71,67.8,170.8,13,0,2.94,0.858,1
14.15,93.01,47.48,79.6,343.7,2,0,1.66,0.976,1
93.98,44.1,79.67,57.4,241.1,7,0,2.83,0.894,1
60.74,18.54,62.61,56.7,143.7,11,1,5.0,0.947,1
72.77,46.94,58.83,62.5,76.8,13,4,5.12,0.926,1
34.33,66.11,89.13,70.9,338.4,4,0,0.92,0.699,0
41.56,79.9,57.88,76.1,34.5,1,3,0.55,0.972,1
27.03,46.29,56.2,55.7,248.0,9,3,1.34,0.877,1
14.02,58.42,18.36,68.1,311.6,2,0,0.38,0.976,1
21.65,29.06,20.55,58.7,38.1,22,0,0.29,0.968,1
79.17,63.13,15.59,74.4,262.1,9,2,7.84,0.963,1
68.01,93.74,88.06,47.9,349.6,8,6,7.34,0.931,1
55.86,9.41,47.67,52.3,234.7,16,3,1.07,0.967,1
49.18,84.79,52.48,60.5,162.7,5,6,3.64,0.931,1
90.79,55.61,82.63,82.7,309.8,8,3,0.71,0.849,1
11.76,27.69,63.74,67.5,207.3,22,0,1.28,0.901,1
31.1,90.94,63.76,86.3,269.8,2,5,2.79,0.987,1
37.54,48.5,38.72,45.0,218.1,6,2,1.8,0.907,1
77.77,34.85,81.71,62.1,42.3,11,4,3.64,0.821,1
97.3,21.33,28.27,60.1,98.2,17,2,8.03,0.89,0
27.38,27.0,19.25,68.8,55.2,9,2,0.22,0.783,1
86.31,79.96,30.33,79.0,64.1,1,3,5.37,0.937,1
82.25,60.3,36.42,80.4,34.9,16,0,1.27,0.989,1
25.89,87.19,37.58,72.2,164.8,2,0,1.25,0.937,1
42.14,25.88,68.64,70.8,87.2,0,6,0.2,0.975,1
43.1,15.9,32.43,85.6,303.8,7,0,3.8,0.995,1
95.97,5.55,69.13,58.4,270.0,12,2,3.05,0.92,1
21.82,50.71,22.29,80.0,213.4,10,6,4.69,0.986,1
79.32,94.85,26.78,84.2,186.5,7,6,0.57,0.846,0
36.08,67.55,55.71,63.6,111.9,19,2,0.68,0.958,1
72.97,32.76,88.75,75.0,182.0,0,5,0.92,0.92,0
44.06,83.92,83.77,58.1,235.2,1,1,1.71,0.782,1
58.79,75.36,92.5,47.6,280.3,17,4,1.05,0.995,1
82.43,6.39,67.04,68.2,56.1,17,1,0.91,0.819,1
79.79,78.52,69.07,49.4,256.7,8,5,0.6,0.935,1
85.58,32.05,65.0,62.0,267.7,6,4,0.55,0.977,1
10.54,18.47,64.83,81.9,208.9,8,6,1.48,0.886,1
69.36,25.37,26.77,44.1,98.6,9,1,1.38,0.923,1
18.02,47.17,58.5,41.5,202.5,1,1,3.28,0.895,0
43.67,43.24,45.89,69.1,190.9,4,1,3.67,0.967,1
56.02,31.0,50.4,55.9,182.2,16,1,2.61,0.806,1
42.45,20.5,56.89,60.1,177.4,1,2,3.76,0.868,0
53.32,73.6,25.27,59.5,65.5,19,4,0.43,0.868,1
97.68,94.11,43.76,44.2,88.5,9,5,1.42,0.961,1
17.58,75.0,20.08,40.2,61.1,0,1,0.88,0.982,1
67.82,31.63,93.37,83.1,107.6,11,1,0.78,0.886,1
41.83,27.03,24.48,50.5,114.3,23,5,2.69,0.968,1
17.37,24.59,35.68,60.5,108.4,14,0,3.76,0.939,0
19.76,17.3,86.3,86.7,97.5,5,2,0.44,0.908,1
93.28,54.62,53.62,79.7,265.3,13,3,0.47,0.934,1
86.8,59.49,25.85,45.2,291.9,13,0,2.24,0.98,1
89.35,68.5,45.74,64.4,134.7,14,5,0.51,0.44,1
97.21,66.22,24.27,75.0,127.6,0,3,3.13,0.688,1
24.37,31.31,31.02,73.5,300.1,16,1,3.73,0.804,1
38.06,34.73,19.16,76.5,229.7,10,4,1.68,0.95,1
67.24,66.34,50.06,62.0,123.9,14,6,4.98,0.881,1
49.99,36.45,79.53,48.4,258.4,19,3,0.24,0.97,1
43.91,24.14,61.88,62.3,140.3,15,6,0.71,0.978,1
38.28,38.69,63.51,71.1,217.7,20,6,3.17,0.852,1
60.22,29.49,31.05,69.2,347.6,8,3,6.51,0.922,1
58.53,12.95,42.51,43.4,126.5,11,3,6.67,0.946,1
20.02,79.71,82.62,43.1,327.8,1,6,0.2,0.902,1
48.87,81.78,22.03,86.3,132.6,14,4,2.2,0.915,1
56.47,24.78,83.63,47.3,202.9,8,0,0.26,0.912,0
58.04,10.83,53.7,54.1,177.2,15,2,2.61,0.739,1
24.54,71.49,81.97,76.8,280.6,16,4,3.12,0.739,1
74.03,24.04,40.44,59.7,49.5,19,0,4.1,0.983,1
7.34,40.41,42.11,48.7,230.7,22,1,1.71,0.759,0
38.0,10.77,75.13,62.4,273.4,3,0,4.0,0.89,1
77.56,25.36,77.8,67.3,181.1,7,3,5.35,0.979,1
57.44,76.36,33.37,61.7,63.7,6,0,1.72,0.961,1
29.29,77.4,92.83,84.1,108.3,5,6,1.69,0.87,0
69.63,23.64,21.76,53.7,247.5,4,0,1.61,0.969,1
57.77,35.23,20.48,71.7,316.5,9,6,1.6,0.936,1
79.05,17.08,62.64,45.4,164.9,2,1,3.18,0.995,1
73.36,11.68,72.82,58.8,209.3,23,1,0.34,0.747,1
61.74,94.3,91.87,75.6,103.1,19,0,1.4,0.899,1
50.4,64.0,47.4,50.8,161.9,23,4,1.68,0.955,1
17.39,53.79,17.02,68.3,137.8,16,6,0.68,0.883,1
29.3,73.89,63.23,47.4,239.8,15,1,1.76,0.95,1
43.98,80.61,38.18,44.9,345.1,10,3,1.42,0.875,1
60.73,77.6,49.64,65.1,290.3,12,6,2.88,0.904,1
52.77,6.49,54.08,72.4,91.5,17,4,1.07,0.933,1
31.8,21.81,20.16,45.4,214.9,13,5,6.18,1.0,1
5.6,63.94,53.88,84.1,51.3,1,0,1.27,0.909,1
51.15,38.82,49.11,50.8,109.0,11,5,2.19,0.99,1
31.56,93.42,72.0,45.8,85.1,21,6,0.7,0.972,1
73.32,64.89,66.65,49.7,137.4,20,3,2.53,0.907,1
7.23,91.09,29.82,48.1,247.2,9,3,1.64,0.756,0
59.39,23.13,31.49,44.4,189.8,6,4,1.04,0.868,1
92.56,82.76,35.08,78.3,328.5,1,0,1.06,0.955,1
21.22,33.92,29.32,63.8,98.1,17,3,1.14,0.921,1
48.86,94.06,67.58,58.6,146.5,16,5,1.35,0.895,1
13.5,19.19,94.55,85.6,135.6,15,6,0.77,0.927,1
63.19,51.47,67.17,57.8,105.5,1,5,0.85,0.944,1
56.2,76.36,63.53,48.0,347.8,10,1,6.56,0.977,1
42.88,43.94,47.79,53.2,153.9,18,1,0.92,0.885,1
53.49,47.13,40.01,51.5,331.0,21,4,2.17,0.853,1
88.38,93.77,87.89,63.9,155.0,6,6,1.05,0.663,0
23.26,43.28,92.52,54.0,95.3,21,6,3.53,0.859,0
7.1,59.37,54.74,64.8,68.1,16,6,2.58,0.932,1
85.13,9.91,38.22,72.1,303.8,14,1,1.0,0.811,1
58.67,80.8,76.61,77.3,40.3,8,6,2.72,0.959,1
87.83,63.34,25.6,74.1,338.6,11,2,3.03,0.931,1
60.52,41.36,76.25,49.9,163.8,7,0,0.5,0.999,1
80.34,6.46,80.52,45.6,109.2,1,3,1.93,0.811,1
44.96,58.25,24.99,66.0,227.6,16,3,3.5,0.859,1
74.74,6.14,93.15,49.5,72.5,15,4,0.3,0.94,1
89.91,5.11,93.84,44.1,53.1,22,4,1.62,0.964,1
58.21,60.45,89.94,65.3,294.9,15,3,3.86,0.834,1
21.81,22.01,54.68,55.7,165.9,2,1,6.31,0.968,0
30.0,22.27,34.69,76.3,195.8,18,4,2.33,0.98,1
23.47,63.79,61.56,55.1,86.5,15,2,0.99,0.994,1
27.96,9.83,48.59,87.0,49.7,10,4,2.06,0.992,1
33.5,33.21,31.48,76.4,147.7,8,1,0.26,0.95,1
56.63,18.45,48.89,42.8,192.0,13,0,1.42,0.986,1
59.68,57.22,68.11,64.4,274.9,1,2,2.8,0.779,0
44.66,64.56,20.67,67.0,190.3,12,4,0.27,0.879,1
62.23,69.9,41.67,73.4,280.4,4,0,2.05,0.945,1
12.59,27.97,16.42,63.9,66.9,19,0,1.98,0.966,0
13.16,13.03,74.96,63.2,50.5,13,5,0.62,0.818,1
20.98,12.08,66.26,57.7,80.8,0,3,1.88,0.979,0
53.18,43.35,20.01,53.0,277.0,5,1,1.25,0.948,1
24.9,90.13,92.18,85.4,273.0,21,3,1.5,0.94,1
31.35,24.6,16.81,55.2,75.2,10,5,0.99,0.885,1
42.23,28.11,62.2,43.0,39.9,16,1,3.53,0.659,1
80.5,14.08,77.11,48.0,249.3,22,5,1.11,0.787,1
6.29,59.5,78.03,81.1,303.7,21,0,3.33,0.985,1
65.39,66.19,17.74,68.2,271.3,13,4,0.36,0.982,1
67.21,62.86,87.51,77.4,94.9,13,1,0.85,0.949,1
79.27,82.5,88.48,78.8,216.8,19,1,1.23,0.921,1
91.75,48.78,59.91,79.5,272.4,6,0,1.24,0.922,1
6.87,17.1,53.57,66.4,111.9,18,2,1.36,0.825,1
19.3,31.05,18.59,48.5,198.9,21,0,2.31,0.995,1
87.41,64.62,59.96,47.1,130.6,5,5,1.91,0.873,1
47.64,60.18,47.75,67.6,102.2,12,0,1.67,0.93,1
57.51,52.79,76.82,57.6,340.3,9,1,3.84,0.908,0
66.66,66.47,47.31,66.8,322.0,21,0,0.64,0.575,1
68.15,62.37,69.69,63.9,172.6,18,3,4.14,0.978,1
91.65,84.32,23.11,68.9,73.8,9,0,3.54,0.767,1
97.72,57.74,25.64,41.5,262.9,4,4,0.64,0.91,1
71.97,75.07,26.18,41.6,111.8,12,6,2.16,0.849,0
31.71,27.38,18.64,74.6,83.9,16,0,0.71,0.855,1
86.82,66.04,58.31,49.3,152.1,21,0,5.92,0.746,1
9.58,86.2,78.52,71.3,199.6,22,6,1.56,0.99,1
26.49,39.72,63.83,66.2,61.2,4,4,0.66,0.992,1
88.46,75.12,61.0,87.1,213.0,20,2,2.22,0.947,1
28.83,70.23,69.45,80.1,34.9,21,2,2.66,0.872,1
25.52,10.36,42.17,59.8,315.4,6,2,2.06,0.815,1
17.85,57.34,43.96,69.6,324.6,19,3,0.75,0.852,1
84.9,16.72,40.14,45.6,264.6,6,4,2.86,0.77,1
51.51,92.06,71.97,58.5,179.3,14,3,5.51,0.956,1
67.77,78.03,27.93,75.2,111.6,14,3,6.28,0.971,1
27.23,14.88,16.04,69.9,268.1,20,5,2.48,0.897,0
75.5,15.96,62.7,63.3,328.2,22,3,3.87,0.892,1
75.68,58.5,90.39,48.5,80.7,0,4,7.89,0.928,0
34.07,36.04,63.75,78.6,179.1,11,1,0.29,0.93,1
43.19,8.14,77.63,53.1,130.9,1,1,1.5,0.886,0
24.5,53.75,68.82,79.4,144.2,17,2,0.89,0.955,1
95.82,39.91,54.79,69.4,159.8,14,3,1.49,0.971,1
65.04,14.1,72.47,57.9,334.6,6,6,5.18,0.937,1
91.91,77.17,80.93,41.9,112.8,8,2,8.4,0.818,1
33.21,87.36,32.98,51.2,187.7,22,3,4.91,0.885,1
77.72,73.09,41.89,82.7,334.5,21,2,0.64,0.824,1
76.22,79.02,32.9,79.3,182.3,2,0,3.45,0.943,1
69.32,24.48,51.17,67.6,306.4,20,4,3.6,0.899,1
94.8,28.72,85.81,62.4,48.8,9,3,1.93,0.852,1
41.6,23.77,42.62,71.1,335.0,1,5,2.71,0.939,1
17.16,73.86,44.96,62.4,90.0,21,3,4.92,0.943,1
67.47,90.31,83.83,70.9,343.6,11,3,10.49,0.823,1
72.83,69.52,56.23,54.8,86.2,6,4,0.28,0.866,1
58.48,84.33,57.84,80.2,172.2,4,0,0.79,0.976,1
24.23,62.48,83.86,73.7,128.8,3,1,5.65,0.738,0
51.91,39.89,54.24,55.8,168.6,0,4,1.0,0.981,1
34.03,43.32,69.52,79.9,110.2,14,0,0.43,0.97,1
44.75,11.78,21.85,63.4,338.9,8,2,0.95,0.94,1
65.01,7.83,29.29,48.4,127.8,5,3,1.66,0.935,1
74.3,67.59,47.35,43.7,239.0,13,6,1.18,0.73,1
26.6,44.46,54.59,73.6,74.0,1,3,3.31,0.954,1
42.7,54.7,92.26,81.5,293.8,11,1,2.09,0.921,1
30.03,55.19,92.65,78.8,203.6,22,2,1.34,0.978,1
23.47,29.96,83.1,71.5,343.4,5,0,12.0,0.865,1
77.86,47.83,40.25,46.8,165.5,12,2,4.54,0.889,1
89.56,47.37,92.12,44.5,92.5,3,2,4.16,0.876,1
39.43,39.96,70.15,56.6,140.7,21,1,1.88,0.905,0
74.87,78.86,46.44,81.0,265.8,15,0,3.23,0.887,1
88.42,45.6,71.13,86.2,240.9,10,1,1.02,0.787,1
83.69,59.33,16.32,51.6,279.1,5,0,1.0,0.682,1
22.0,85.6,26.69,76.6,53.5,4,4,4.65,0.968,1
93.94,82.96,81.37,67.5,215.7,0,4,2.02,0.71,1
40.03,85.14,66.65,41.5,328.3,18,6,1.04,0.97,1
36.55,29.3,44.14,66.1,64.5,6,3,3.93,0.885,1
10.81,8.15,55.05,78.7,60.2,17,1,1.37,0.969,1
50.21,28.5,87.41,53.3,259.3,9,4,1.22,0.94,1
15.14,30.08,65.53,83.1,130.9,9,6,0.25,1.0,1
28.11,86.84,46.85,51.3,240.7,16,5,2.47,0.955,1
34.48,63.43,24.63,43.7,204.5,23,2,1.72,0.975,1
80.22,12.35,38.5,47.7,345.5,6,2,0.95,0.675,0
86.42,17.18,93.27,80.2,314.5,21,4,0.5,0.969,1
33.13,19.01,49.99,60.0,247.0,20,1,0.6,0.998,1
84.86,61.74,52.75,78.3,113.7,21,3,0.71,0.798,0
84.72,71.19,54.89,65.5,113.8,0,6,4.21,0.94,1
76.11,82.37,85.73,63.1,312.3,11,2,1.51,0.845,1
18.64,89.66,63.31,78.7,217.3,16,3,2.58,0.978,1
69.2,23.15,70.49,60.3,282.6,15,2,1.44,0.884,1
92.89,32.88,46.15,78.5,174.0,19,6,1.48,0.984,1
68.48,26.63,17.33,44.8,63.0,14,0,3.65,0.786,0
35.84,37.29,89.48,70.5,136.5,18,4,3.15,0.87,1
51.55,87.32,90.93,73.7,81.6,19,1,0.73,0.759,1
65.05,56.76,90.93,83.2,280.2,16,2,2.17,0.931,1
52.48,71.44,90.49,50.8,254.2,3,4,2.48,0.694,0
16.16,49.11,80.22,69.0,58.3,3,3,1.24,0.946,1
34.02,7.6,69.77,60.8,228.8,2,1,0.34,0.881,1
79.62,10.78,82.56,58.4,309.7,7,1,1.13,0.87,1
85.11,53.41,63.04,45.1,253.2,22,4,1.09,0.966,1
17.77,69.69,25.75,46.4,193.6,8,4,2.55,0.641,1
93.57,24.38,46.3,80.2,129.8,1,6,3.52,0.983,1
35.58,69.97,92.7,76.0,313.9,18,4,1.21,0.877,0
66.6,77.96,43.09,58.4,165.3,21,0,2.28,0.885,1
74.92,42.07,84.43,79.8,303.7,17,0,2.26,0.736,1
80.51,72.18,22.46,43.9,280.6,15,1,2.29,0.867,0
92.95,41.36,41.73,70.0,291.2,17,4,1.82,0.84,1
34.1,66.05,43.08,81.7,346.7,17,5,2.18,0.929,1
84.84,73.76,19.13,80.3,269.6,11,5,4.25,0.9,1
17.25,94.27,24.53,57.9,40.9,1,0,5.3,0.866,1
70.57,36.09,30.45,75.8,95.7,20,1,0.39,0.629,1
74.0,41.99,82.03,60.5,41.3,0,2,0.22,0.888,1
68.03,19.91,20.07,80.3,90.8,22,6,1.66,0.987,1
28.47,23.37,38.9,65.5,49.7,15,5,1.26,0.975,1
86.19,67.41,15.81,76.7,190.5,16,4,1.4,0.983,1
20.7,87.53,70.65,43.8,39.0,0,0,1.43,0.918,1
9.99,40.51,64.62,68.3,181.2,20,1,4.71,0.965,0
71.72,21.19,66.6,66.4,317.6,22,4,2.22,0.973,1
49.22,30.66,44.95,69.3,269.5,2,1,1.37,0.999,0
83.97,45.95,31.66,73.4,332.1,22,2,1.41,0.996,1
40.66,31.16,72.63,84.1,102.5,19,5,3.92,0.934,0
20.65,26.02,79.89,77.7,199.9,15,1,0.69,0.961,0
82.79,71.24,26.09,50.5,131.9,20,6,0.23,0.956,1
56.05,5.71,53.95,79.6,188.0,13,6,1.5,0.895,1
22.6,53.53,34.9,45.9,208.3,15,1,6.66,0.832,1
72.0,76.44,28.45,69.9,41.6,23,2,3.57,0.947,1
52.53,28.96,73.75,82.4,104.6,8,3,1.25,0.905,1
61.2,59.3,58.05,44.9,255.5,20,6,0.58,0.873,1
47.86,65.2,32.29,80.8,277.3,20,4,1.89,0.956,1
82.07,63.95,39.8,78.3,212.2,1,2,4.44,0.953,0
82.15,45.13,92.33,64.2,116.7,12,6,2.73,0.982,1
70.97,36.19,82.89,54.8,159.6,21,5,1.75,0.915,1
14.8,80.23,85.4,59.5,60.7,4,2,2.86,0.881,0
83.01,73.26,51.8,86.5,335.0,20,5,6.89,0.871,0
67.4,33.91,64.9,49.7,308.0,19,4,1.81,0.871,1
69.82,14.27,45.14,67.8,51.0,16,5,1.82,0.62,0
38.76,11.46,21.22,44.0,83.3,5,1,1.5,0.948,1
86.77,13.48,47.09,50.5,216.0,16,0,1.87,0.75,1
72.46,57.46,62.52,76.6,104.4,1,4,2.22,0.954,1
15.47,9.65,37.97,54.5,329.0,6,2,0.66,0.8,1
42.92,35.32,82.84,87.3,271.8,16,1,1.88,0.959,1
87.43,72.79,27.09,64.0,117.5,23,5,0.23,0.948,1
9.39,31.49,44.37,64.8,32.0,7,3,5.76,0.724,1
94.41,73.7,24.99,41.7,285.8,22,1,0.28,0.736,1
68.16,72.09,47.39,85.9,165.7,22,0,6.55,0.932,0
63.72,27.12,18.17,48.4,235.6,0,1,7.15,0.992,1
30.16,70.59,36.8,65.8,121.8,18,6,1.7,0.981,1
28.14,72.3,47.06,59.0,75.7,4,0,1.01,0.952,0
92.61,40.77,53.25,59.9,246.1,4,3,0.61,0.983,1
32.74,23.94,58.5,70.9,174.1,22,3,0.55,0.923,1
77.12,51.91,37.0,71.8,105.3,23,1,0.74,0.85,1
41.56,87.93,56.84,47.4,74.0,21,4,1.49,0.799,1
17.95,62.57,55.72,64.0,215.8,20,4,2.92,0.788,1
6.0,20.56,40.29,77.9,262.2,0,4,1.22,0.811,0
55.62,66.45,81.42,61.3,120.8,9,5,3.24,0.918,1
95.75,43.45,58.65,48.0,265.2,9,5,1.86,0.847,1
39.33,58.24,41.58,55.0,88.6,21,3,0.24,0.826,1
38.22,71.07,90.79,50.2,138.3,2,6,0.48,0.892,1
37.0,51.35,82.61,46.0,268.4,11,0,1.9,0.935,1
53.41,78.26,93.61,58.1,241.2,11,5,0.55,0.87,1
45.98,69.99,70.38,66.0,116.6,6,5,2.07,0.753,0
86.83,60.36,45.26,43.5,69.1,15,2,1.38,0.858,1
52.01,18.57,37.47,69.0,43.6,19,1,2.54,0.847,1
52.22,80.24,68.07,87.7,298.1,2,5,0.89,0.971,0
17.87,89.23,93.47,86.3,54.0,6,5,3.65,0.949,1
96.39,17.33,65.14,79.8,66.8,21,0,1.18,0.915,0
28.25,48.94,85.53,52.8,106.1,13,2,3.39,0.958,1
